Uid,Sid,Identifier,Model,Name,Alias,Status,CreateTime,UpdateTime
6499811869,hlth.gen_131616321045239,c0fae0bbe62ae77c,mihlth.xiaomi.fitness.phone,POCO C65,2310FPCA4G,2,1752402305605123226,1779323926537111760
6499811869,xiaomiwear_app,xiaomiwear_app,mihlth.xiaomi.fitness.app,Mi Fitness,,2,1690902286510702770,1779323926535672476
6499811869,xiaomiwear_app_manually,xiaomiwear_app_manually,mihlth.xiaomi.fitness.manually,Add data,,2,1690902286510531466,1779323926535415149
6499811869,2041002168,2041002168,miwear.watch.n69gl,Xiaomi 手環9 活力版   ,,1,1776936080490480096,1776936080490480213
6499811869,514074232,514074232,midr.bracelet.k67,Redmi Smart Band Pro   ,,2,1700046409491874509,1719673344665096746
6499811869,hlth.gen_76715081597596,7ffb5523b69ba695,mihlth.xiaomi.fitness.phone,Redmi Note 8T,Redmi Note 8T,2,1700044403811214712,1700044403811215011
6499811869,hlth.gen_67128877121607,09549e96aa707ea3,mihlth.xiaomi.fitness.phone,Redmi Note 8T,Redmi Note 8T,2,1690902286514074868,1690902286514074960
