uid,tag,key,time,did,value,metric,last_modify
6499811869,object_name,2024/04/03/6499811869/xiaomiwear_app_181000.-CoNZiDY_CCImknc7uk48cwINJ97jvvcNGFI,1712139000,xiaomiwear_app,AwjKjbVAis0jt05EsSKt9w==,0,1712302286
6499811869,object_name,2024/03/30/6499811869/514074232_190508.5PEHZiCI_15wrfviLrNNm0wW3o-SsviNmTF4,1711796708,514074232,JD1gp7N1uB-pudXREzZW2g==,0,1712138975
6499811869,object_name,2024/03/28/6499811869/xiaomiwear_app_180745.cUEFZiDa_CCImknc7uk48cwINJ97jvvcNGFI,1711620465,xiaomiwear_app,15cgvx7ekzrnpTVgktVJBg==,0,1711621901
6499811869,object_name,2024/03/28/6499811869/xiaomiwear_app_180745.cUEFZiDY_CCImknc7uk48cwINJ97jvvcNGFI,1711620465,xiaomiwear_app,r6yV-ci9t-0dBmJn2FpyOA==,0,1711621900
6499811869,object_name,2024/03/27/6499811869/514074232_191911.rwAEZiCI_15wrfviLrNNm0wW3o-SsviNmTF4,1711538351,514074232,SFkwvIkrQnHw5OVB81bpWQ==,0,1711620803
6499811869,object_name,2024/03/09/6499811869/514074232_103000.qMnrZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1709951400,514074232,RdtA_Lk3buRSWxmDaIJWKA==,0,1710238871
6499811869,object_name,2024/03/08/6499811869/514074232_180000.oOHqZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1709892000,514074232,Bc3yGVgMWUYrAxftCkolBw==,0,1710238870
6499811869,object_name,2024/03/05/6499811869/514074232_081300.jGPmZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1709597580,514074232,UXMO4G0Cdi0PFWZnwm1Mug==,0,1709864146
6499811869,object_name,2024/02/27/6499811869/514074232_115200.YFzdZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1709005920,514074232,Zq2C0M0zO7AHNIu9lGjc9g==,0,1709864146
6499811869,object_name,2024/02/27/6499811869/514074232_000000.gLXcZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1708963200,514074232,YVsJ8LAqW1SCtmy31yulVg==,0,1709864145
6499811869,object_name,2024/02/22/6499811869/xiaomiwear_app_184140.5CTXZSDa_CCImknc7uk48cwINJ97jvvcNGFI,1708598500,xiaomiwear_app,1UgH660Til6BmWkMXr99qg==,0,1708687228
6499811869,object_name,2024/02/22/6499811869/xiaomiwear_app_184140.5CTXZSDY_CCImknc7uk48cwINJ97jvvcNGFI,1708598500,xiaomiwear_app,HgARs8EkfX88Koeon0LlFg==,0,1708687228
6499811869,object_name,2024/02/21/6499811869/514074232_211708.1PfVZSCI_15wrfviLrNNm0wW3o-SsviNmTF4,1708521428,514074232,CIpvN0zdareS0zEJei5WNQ==,0,1708687227
6499811869,object_name,2024/02/21/6499811869/514074232_194909.NePVZSCI_15wrfviLrNNm0wW3o-SsviNmTF4,1708516149,514074232,do2uFd1lQPEuXGwP_k6qJA==,0,1708598477
6499811869,object_name,2024/02/21/6499811869/xiaomiwear_app_194337.6eHVZSCC_CCImknc7uk48cwINJ97jvvcNGFI,1708515817,xiaomiwear_app,1OxgYFKzoruqeKVrEvU45A==,0,1708687226
6499811869,object_name,2024/02/20/6499811869/514074232_074100.DOfTZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1708386060,514074232,N3ds5cieNvAVnif5Mk_FTQ==,0,1708516171
6499811869,object_name,2024/02/15/6499811869/514074232_150100.rLbNZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1707980460,514074232,-UFzl8GVW53av6QUtwuBYQ==,0,1708353716
6499811869,object_name,2024/02/03/6499811869/514074232_080100.PIK9ZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1706918460,514074232,sTydsmwZM0rvKadjGGxc1A==,0,1708353714
6499811869,object_name,2024/01/31/6499811869/514074232_183634.siK6ZSCI_15wrfviLrNNm0wW3o-SsviNmTF4,1706697394,514074232,Be10tZkhw9RTbDJxdhmyCg==,0,1708353717
6499811869,object_name,2024/01/30/6499811869/514074232_185915.g9a4ZSCI_15wrfviLrNNm0wW3o-SsviNmTF4,1706612355,514074232,8Awqo4M_3dACUzZ_JE19iQ==,0,1706704151
6499811869,object_name,2024/01/30/6499811869/xiaomiwear_app_185452.fNW4ZSCC_CCImknc7uk48cwINJ97jvvcNGFI,1706612092,xiaomiwear_app,A9WONJBiLHiXH2PJ4oRz1g==,0,1708151511
6499811869,object_name,2024/01/30/6499811869/514074232_183300.XNC4ZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1706610780,514074232,E88wNnf5qzHXfaDQo3zTPg==,0,1708257614
6499811869,object_name,2024/01/29/6499811869/xiaomiwear_app_181751.T3u3ZSDa_CCImknc7uk48cwINJ97jvvcNGFI,1706523471,xiaomiwear_app,VMTHbeBB3AiTsfwKQirtrQ==,0,1706526537
6499811869,object_name,2024/01/29/6499811869/xiaomiwear_app_181751.T3u3ZSDY_CCImknc7uk48cwINJ97jvvcNGFI,1706523471,xiaomiwear_app,JWSNtbpsDSFi9v1emi5jEQ==,0,1706526536
6499811869,object_name,2024/01/27/6499811869/514074232_214700.VAm1ZSAg_15wrfviLrNNm0wW3o-SsviNmTF4,1706363220,514074232,kP93NGZs7Cu9rx5_zFBTyw==,0,1706523852
