Timestamp,BPM,RRIntervals
1779348770668,96,"[610,610,610,610,610,610,603,603,603,597,597,591,591,591,585,585,580,580,580,580]"
1779348770170,96,"[610,610,610,610,603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574]"
1779348769671,96,"[610,610,610,610,603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574]"
1779348769172,96,"[610,610,610,603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574,574]"
1779348768674,96,"[610,610,603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574,574,574]"
1779348768175,96,"[610,603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574,574,574,574]"
1779348767677,97,"[603,603,603,597,597,591,591,591,585,585,580,580,580,580,574,574,574,574,574,574]"
1779348767177,97,"[603,603,597,597,591,591,591,585,585,580,580,580,580,574,574,574,574,574,574,574]"
1779348766678,97,"[603,597,597,591,591,591,585,585,580,580,580,580,574,574,574,574,574,574,574,574]"
1779348766180,98,"[597,597,591,591,591,585,585,580,580,580,580,574,574,574,574,574,574,574,574,574]"
1779348765681,98,"[597,591,591,591,585,585,580,580,580,580,574,574,574,574,574,574,574,574,574,574]"
1779348765182,99,"[591,591,591,585,585,580,580,580,580,574,574,574,574,574,574,574,574,574,574,574]"
1779348764684,99,"[591,591,585,585,580,580,580,580,574,574,574,574,574,574,574,574,574,574,574,574]"
1779348764185,99,"[591,585,585,580,580,580,580,574,574,574,574,574,574,574,574,574,574,574,574,574]"
1779348763686,100,"[585,585,580,580,580,580,574,574,574,574,574,574,574,574,574,574,574,574,574,580]"
1779348763187,100,"[585,580,580,580,580,574,574,574,574,574,574,574,574,574,574,574,574,574,580,580]"
1779348762688,101,"[580,580,580,580,574,574,574,574,574,574,574,574,574,574,574,574,574,580,580,585]"
1779348762190,101,"[580,580,580,574,574,574,574,574,574,574,574,574,574,574,574,574,580,580,585,585]"
1779348761691,101,"[580,580,574,574,574,574,574,574,574,574,574,574,574,574,574,580,580,585,585,591]"
1779348761192,101,"[580,574,574,574,574,574,574,574,574,574,574,574,574,574,580,580,585,585,591,597]"
1779348760696,102,"[574,574,574,574,574,574,574,574,574,574,574,574,574,580,580,585,585,591,597,603]"
1779348760695,102,"[574,574,574,574,574,574,574,574,574,574,574,574,580,580,585,585,591,597,603,610]"
1779348759696,102,"[574,574,574,574,574,574,574,574,574,574,574,580,580,585,585,591,597,603,610,616]"
1779348759197,102,"[574,574,574,574,574,574,574,574,574,574,580,580,585,585,591,597,603,610,616,616]"
1779348758698,102,"[574,574,574,574,574,574,574,574,574,580,580,585,585,591,597,603,610,616,616,616]"
1779348758200,102,"[574,574,574,574,574,574,574,574,580,580,585,585,591,597,603,610,616,616,616,616]"
1779348757701,102,"[574,574,574,574,574,574,574,580,580,585,585,591,597,603,610,616,616,616,616,616]"
1779348757202,102,"[574,574,574,574,574,574,580,580,585,585,591,597,603,610,616,616,616,616,616,616]"
1779348756704,102,"[574,574,574,574,574,580,580,585,585,591,597,603,610,616,616,616,616,616,616,623]"
1779348756205,102,"[574,574,574,574,580,580,585,585,591,597,603,610,616,616,616,616,616,616,623,623]"
1779348755706,102,"[574,574,574,580,580,585,585,591,597,603,610,616,616,616,616,616,616,623,623,623]"
1779348755207,102,"[574,574,580,580,585,585,591,597,603,610,616,616,616,616,616,616,623,623,623,623]"
1779348754711,102,"[574,580,580,585,585,591,597,603,610,616,616,616,616,616,616,623,623,623,623,623]"
1779348754210,101,"[580,580,585,585,591,597,603,610,616,616,616,616,616,616,623,623,623,623,623,623]"
1779348753711,101,"[580,585,585,591,597,603,610,616,616,616,616,616,616,623,623,623,623,623,623,623]"
1779348753212,100,"[585,585,591,597,603,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623]"
1779348752713,100,"[585,591,597,603,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,623]"
1779348752215,99,"[591,597,603,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,623,623]"
1779348751716,98,"[597,603,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,623,623,623]"
1779348751217,97,"[603,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348750718,96,"[610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348750220,95,"[616,616,616,616,616,616,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348749721,95,"[616,616,616,616,616,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348749222,95,"[616,616,616,616,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348748723,95,"[616,616,616,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348748225,95,"[616,616,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348747726,95,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348747230,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348746729,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348746230,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623]"
1779348745731,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,629]"
1779348745232,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,629,623]"
1779348744734,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,629,623,629,629]"
1779348744235,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,629,623,629,629]"
1779348743736,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,629,623,629,629,629]"
1779348743237,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,623,629,623,629,629,629,629]"
1779348742739,94,"[623,623,623,623,623,623,623,623,623,623,623,623,623,629,623,629,629,629,629,629]"
1779348742240,94,"[623,623,623,623,623,623,623,623,623,623,623,629,623,629,629,629,629,629,629,623]"
1779348741741,94,"[623,623,623,623,623,623,623,623,623,623,623,629,623,629,629,629,629,629,629,623]"
1779348741245,94,"[623,623,623,623,623,623,623,623,623,623,629,623,629,629,629,629,629,629,623,629]"
1779348740245,94,"[623,623,623,623,623,623,623,623,629,623,629,629,629,629,629,629,623,629,629,629]"
1779348739746,94,"[623,623,623,623,623,623,623,629,623,629,629,629,629,629,629,623,629,629,629,629]"
1779348739247,94,"[623,623,623,623,623,623,629,623,629,629,629,629,629,629,623,629,629,629,629,629]"
1779348738250,94,"[623,623,623,623,623,629,623,629,629,629,629,629,629,623,629,629,629,629,629,629]"
1779348737751,94,"[623,623,623,623,629,623,629,629,629,629,629,629,623,629,629,629,629,629,629,629]"
1779348737252,94,"[623,623,623,629,623,629,629,629,629,629,629,623,629,629,629,629,629,629,629,629]"
1779348736753,94,"[623,623,629,623,629,629,629,629,629,629,623,629,629,629,629,629,629,629,629,629]"
1779348736255,94,"[623,629,623,629,629,629,629,629,629,623,629,629,629,629,629,629,629,629,629,629]"
1779348735756,93,"[629,623,629,629,629,629,629,629,623,629,629,629,629,629,629,629,629,629,629,629]"
1779348735257,94,"[623,629,629,629,629,629,629,623,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348734759,93,"[629,629,629,629,629,629,623,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348734260,93,"[629,629,629,629,629,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348733761,93,"[629,629,629,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348733263,93,"[629,629,629,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348732763,93,"[629,629,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348732265,93,"[629,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348731766,94,"[623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348731267,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348730769,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348730270,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348729771,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348729272,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348728773,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623]"
1779348728275,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,623]"
1779348727776,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,623,623]"
1779348727278,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,623,623,623]"
1779348726779,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616]"
1779348726280,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616]"
1779348725781,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616,616]"
1779348725282,93,"[629,629,629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616,616,616]"
1779348724783,93,"[629,629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616,616,616,616]"
1779348724286,93,"[629,629,629,629,629,629,629,629,629,629,623,623,623,623,616,616,616,616,616,616]"
1779348723786,93,"[629,629,629,629,629,629,629,629,629,623,623,623,623,616,616,616,616,616,616,616]"
1779348723287,93,"[629,629,629,629,629,629,629,629,623,623,623,623,616,616,616,616,616,616,616,610]"
1779348722789,93,"[629,629,629,629,629,629,629,623,623,623,623,616,616,616,616,616,616,616,610,616]"
1779348722788,93,"[629,629,629,629,629,629,623,623,623,623,616,616,616,616,616,616,616,610,616,616]"
1779348721791,93,"[629,629,629,629,629,623,623,623,623,616,616,616,616,616,616,616,610,616,616,616]"
1779348721294,93,"[629,629,629,623,623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616]"
1779348720794,93,"[629,629,629,623,623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616]"
1779348720295,93,"[629,629,623,623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616,616]"
1779348719796,93,"[629,623,623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616,616,616]"
1779348719297,94,"[623,623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616,616,616,616]"
1779348718798,94,"[623,623,623,616,616,616,616,616,616,616,610,616,616,616,616,616,616,616,616,616]"
1779348718300,94,"[623,623,616,616,616,616,616,616,616,610,616,616,616,616,616,616,616,616,616,616]"
1779348717803,94,"[616,616,616,616,616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348717302,95,"[616,616,616,616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348716803,95,"[616,616,616,616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348716305,95,"[616,616,616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348715806,95,"[616,616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348715308,95,"[616,616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348714808,95,"[616,616,610,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616]"
1779348714310,95,"[616,610,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,610]"
1779348713811,96,"[610,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,610,610]"
1779348713313,95,"[616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,610,610,610]"
1779348712814,95,"[616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,610,610,610,610]"
1779348712315,95,"[616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,610,610,610,610,610]"
1779348711816,95,"[616,616,616,616,616,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610]"
1779348711317,95,"[616,616,616,616,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610]"
1779348710818,95,"[616,616,616,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,616]"
1779348710320,95,"[616,616,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,616,616]"
1779348709821,95,"[616,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,616,616,623]"
1779348709322,95,"[616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,616,616,623,616]"
1779348708824,95,"[616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,616,616,623,616,616]"
1779348708325,95,"[616,616,616,616,616,616,616,610,610,610,610,610,610,610,616,616,623,616,616,616]"
1779348707826,95,"[616,616,616,616,616,616,610,610,610,610,610,610,610,616,616,623,616,616,616,616]"
1779348707327,95,"[616,616,616,616,616,610,610,610,610,610,610,610,616,616,623,616,616,616,616,616]"
1779348706830,95,"[616,616,616,616,610,610,610,610,610,610,610,616,616,623,616,616,616,616,616,616]"
1779348705831,95,"[616,616,610,610,610,610,610,610,610,616,616,623,616,616,616,616,616,616,616,616]"
1779348705333,95,"[616,610,610,610,610,610,610,610,616,616,623,616,616,616,616,616,616,616,616,616]"
1779348704834,96,"[610,610,610,610,610,610,610,616,616,623,616,616,616,616,616,616,616,616,616,610]"
1779348704335,96,"[610,610,610,610,610,610,616,616,623,616,616,616,616,616,616,616,616,616,610,610]"
1779348703836,96,"[610,610,610,610,610,616,616,623,616,616,616,616,616,616,616,616,616,610,610,610]"
1779348703337,96,"[610,610,610,610,616,616,623,616,616,616,616,616,616,616,616,616,610,610,610,610]"
1779348702839,96,"[610,610,610,616,616,623,616,616,616,616,616,616,616,616,616,610,610,610,610,610]"
1779348702340,96,"[610,610,616,616,623,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610]"
1779348701841,96,"[610,616,616,623,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610]"
1779348701342,95,"[616,616,623,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,610]"
1779348700844,95,"[616,623,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,610,610]"
1779348700345,94,"[623,616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,610,610,610]"
1779348699846,95,"[616,616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,610,610,610,610]"
1779348699347,95,"[616,616,616,616,616,616,616,616,610,610,610,610,610,610,610,610,610,610,610,610]"
1779348698849,95,"[616,616,616,616,616,616,616,610,610,610,610,610,610,610,610,610,610,610,610,603]"
1779348698350,95,"[616,616,616,616,616,616,610,610,610,610,610,610,610,610,610,610,610,610,603,603]"
1779348697851,95,"[616,616,616,616,616,610,610,610,610,610,610,610,610,610,610,610,610,603,603,603]"
1779348697352,95,"[616,616,616,616,610,610,610,610,610,610,610,610,610,610,610,610,603,603,603,603]"
1779348696853,95,"[616,616,610,610,610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603]"
1779348696355,95,"[616,616,610,610,610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603]"
1779348695856,95,"[616,610,610,610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603,603]"
1779348695358,96,"[610,610,610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603,603,610]"
1779348694858,96,"[610,610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603,603,610,610]"
1779348694361,96,"[610,610,610,610,610,610,610,610,610,610,603,603,603,603,603,603,603,610,610,610]"
1779348693861,96,"[610,610,610,610,610,610,610,610,610,603,603,603,603,603,603,603,610,610,610,610]"
1779348693362,96,"[610,610,610,610,610,610,610,610,603,603,603,603,603,603,603,610,610,610,610,610]"
1779348692863,96,"[610,610,610,610,610,610,610,603,603,603,603,603,603,603,610,610,610,610,610,610]"
1779348692365,96,"[610,610,610,610,610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610]"
1779348691866,96,"[610,610,610,610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610]"
1779348691367,96,"[610,610,610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610]"
1779348690869,96,"[610,610,610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610]"
1779348690370,96,"[610,610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610,610]"
1779348689871,96,"[610,603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610,610,616]"
1779348689372,97,"[603,603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610,610,616,616]"
1779348688874,97,"[603,603,603,603,603,603,610,610,610,610,610,610,610,610,610,610,610,616,616,616]"
1779348688375,97,"[603,603,603,603,603,610,610,610,610,610,610,610,610,610,610,610,616,616,616,616]"
1779348687878,97,"[603,603,603,603,610,610,610,610,610,610,610,610,610,610,610,616,616,616,616,616]"
1779348687377,97,"[603,603,603,610,610,610,610,610,610,610,610,610,610,610,616,616,616,616,616,616]"
1779348686878,97,"[603,603,610,610,610,610,610,610,610,610,610,610,610,616,616,616,616,616,616,623]"
1779348686380,97,"[603,610,610,610,610,610,610,610,610,610,610,610,616,616,616,616,616,616,623,623]"
1779348685881,96,"[610,610,610,610,610,610,610,610,610,610,610,616,616,616,616,616,616,623,623,623]"
1779348685382,96,"[610,610,610,610,610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623]"
1779348684883,96,"[610,610,610,610,610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623]"
1779348684385,96,"[610,610,610,610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623,623]"
1779348683886,96,"[610,610,610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623,623,623]"
1779348683387,96,"[610,610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623]"
1779348682888,96,"[610,610,610,610,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,629]"
1779348682390,96,"[610,610,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629]"
1779348681891,96,"[610,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629]"
1779348681392,96,"[610,610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629]"
1779348680893,96,"[610,616,616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629,629]"
1779348680395,95,"[616,616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629,629,629]"
1779348679896,95,"[616,616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629,629,629,629]"
1779348679397,95,"[616,616,616,616,623,623,623,623,623,623,623,623,629,629,629,629,629,629,629,629]"
1779348678898,95,"[616,616,616,623,623,623,623,623,623,623,623,629,629,629,629,629,629,629,629,629]"
1779348678400,95,"[616,616,623,623,623,623,623,623,623,623,629,629,629,629,629,629,629,629,629,629]"
1779348677901,95,"[623,623,623,623,623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348677402,94,"[623,623,623,623,623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348676903,94,"[623,623,623,623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348676405,94,"[623,623,623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348675906,94,"[623,623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348675407,94,"[623,623,623,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348674909,94,"[623,623,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348674411,94,"[623,623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629]"
1779348673911,94,"[623,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623]"
1779348673412,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,616]"
1779348672914,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,616,616]"
1779348672415,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,616,616,616]"
1779348671916,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,616,616,616,610]"
1779348671417,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,629,623,616,616,616,610,603]"
1779348670919,93,"[629,629,629,629,629,629,629,629,629,629,629,629,629,623,616,616,616,610,603,597]"
1779348670420,93,"[629,629,629,629,629,629,629,629,629,629,629,629,623,616,616,616,610,603,597,591]"
1779348669921,93,"[629,629,629,629,629,629,629,629,629,629,629,623,616,616,616,610,603,597,591,591]"
1779348669422,93,"[629,629,629,629,629,629,629,629,629,629,623,616,616,616,610,603,597,591,591,591]"
1779348668924,93,"[629,629,629,629,629,629,629,629,629,623,616,616,616,610,603,597,591,591,591,585]"
1779348668425,93,"[629,629,629,629,629,629,629,629,623,616,616,616,610,603,597,591,591,591,585,580]"
1779348667926,93,"[629,629,629,629,629,629,629,623,616,616,616,610,603,597,591,591,591,585,580,580]"
1779348667427,93,"[629,629,629,629,629,629,623,616,616,616,610,603,597,591,591,591,585,580,580,580]"
1779348666928,93,"[629,629,629,629,629,623,616,616,616,610,603,597,591,591,591,585,580,580,580,580]"
1779348666430,93,"[629,629,629,629,623,616,616,616,610,603,597,591,591,591,585,580,580,580,580,574]"
1779348665931,93,"[629,629,629,623,616,616,616,610,603,597,591,591,591,585,580,580,580,580,574,574]"
1779348665432,93,"[629,629,623,616,616,616,610,603,597,591,591,591,585,580,580,580,580,574,574,580]"
1779348664934,93,"[629,623,616,616,616,610,603,597,591,591,591,585,580,580,580,580,574,574,580,580]"
1779348664435,94,"[623,616,616,616,610,603,597,591,591,591,585,580,580,580,580,574,574,580,580,580]"
1779348663936,95,"[616,616,616,610,603,597,591,591,591,585,580,580,580,580,574,574,580,580,580,580]"
1779348663437,95,"[616,616,610,603,597,591,591,591,585,580,580,580,580,574,574,580,580,580,580,580]"
1779348662939,95,"[616,610,603,597,591,591,591,585,580,580,580,580,574,574,580,580,580,580,580,585]"
1779348662440,96,"[610,603,597,591,591,591,585,580,580,580,580,574,574,580,580,580,580,580,585,591]"
1779348661941,97,"[603,597,591,591,591,585,580,580,580,580,574,574,580,580,580,580,580,585,591,591]"
1779348661442,98,"[597,591,591,591,585,580,580,580,580,574,574,580,580,580,580,580,585,591,591,591]"
1779348660943,99,"[591,591,591,585,580,580,580,580,574,574,580,580,580,580,580,585,591,591,591,597]"
1779348660445,99,"[591,591,585,580,580,580,580,574,574,580,580,580,580,580,585,591,591,591,597,603]"
1779348659946,99,"[591,585,580,580,580,580,574,574,580,580,580,580,580,585,591,591,591,597,603,610]"
1779348659447,100,"[585,580,580,580,580,574,574,580,580,580,580,580,585,591,591,591,597,603,610,610]"
1779348658949,101,"[580,580,580,580,574,574,580,580,580,580,580,585,591,591,591,597,603,610,610,610]"
1779348658450,101,"[580,580,580,574,574,580,580,580,580,580,585,591,591,591,597,603,610,610,610,610]"
1779348657951,101,"[580,580,574,574,580,580,580,580,580,585,591,591,591,597,603,610,610,610,610,610]"
1779348657452,101,"[580,574,574,580,580,580,580,580,585,591,591,591,597,603,610,610,610,610,610,610]"
1779348656953,102,"[574,574,580,580,580,580,580,585,591,591,591,597,603,610,610,610,610,610,610,610]"
1779348656455,102,"[574,580,580,580,580,580,585,591,591,591,597,603,610,610,610,610,610,610,610,610]"
1779348655956,101,"[580,580,580,580,580,585,591,591,591,597,603,610,610,610,610,610,610,610,610,610]"
1779348655457,101,"[580,580,580,580,585,591,591,591,597,603,610,610,610,610,610,610,610,610,610,603]"
1779348654959,101,"[580,580,580,585,591,591,591,597,603,610,610,610,610,610,610,610,610,610,603,603]"
1779348654460,101,"[580,580,585,591,591,591,597,603,610,610,610,610,610,610,610,610,610,603,603,603]"
1779348653961,101,"[580,585,591,591,591,597,603,610,610,610,610,610,610,610,610,610,603,603,603,597]"
1779348653463,99,"[591,591,591,597,603,610,610,610,610,610,610,610,610,610,603,603,603,597,597,597]"
1779348652465,99,"[591,591,597,603,610,610,610,610,610,610,610,610,610,603,603,603,597,597,597,591]"
1779348651966,99,"[591,597,603,610,610,610,610,610,610,610,610,610,603,603,603,597,597,597,591,591]"
1779348651467,98,"[597,603,610,610,610,610,610,610,610,610,610,603,603,603,597,597,597,591,591,591]"
1779348650969,97,"[603,610,610,610,610,610,610,610,610,610,603,603,603,597,597,597,591,591,591,591]"
1779348650471,96,"[610,610,610,610,610,610,610,610,610,603,603,603,597,597,597,591,591,591,591,591]"
1779348649971,96,"[610,610,610,610,610,610,610,610,603,603,603,597,597,597,591,591,591,591,591,591]"
1779348649472,96,"[610,610,610,610,610,610,610,603,603,603,597,597,597,591,591,591,591,591,591,591]"
1779348648973,96,"[610,610,610,610,610,610,603,603,603,597,597,597,591,591,591,591,591,591,591,591]"
1779348648475,96,"[610,610,610,610,610,603,603,603,597,597,597,591,591,591,591,591,591,591,591,585]"
1779348647976,96,"[610,610,610,610,603,603,603,597,597,597,591,591,591,591,591,591,591,591,585,585]"
1779348647477,96,"[610,610,610,603,603,603,597,597,597,591,591,591,591,591,591,591,591,585,585,585]"
1779348646978,96,"[610,610,603,603,603,597,597,597,591,591,591,591,591,591,591,591,585,585,585,585]"
1779348646480,96,"[603,603,603,597,597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580]"
1779348645981,97,"[603,603,603,597,597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580]"
1779348645482,97,"[603,603,597,597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580,580]"
1779348644984,97,"[603,597,597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580,580,580]"
1779348644485,98,"[597,597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580,580,580,574]"
1779348643986,98,"[597,597,591,591,591,591,591,591,591,591,585,585,585,585,585,580,580,580,574,568]"
1779348643487,98,"[597,591,591,591,591,591,591,591,591,585,585,585,585,585,580,580,580,574,568,562]"
1779348642989,99,"[591,591,591,591,591,591,591,591,585,585,585,585,585,580,580,580,574,568,562,562]"
1779348642490,99,"[591,591,591,591,591,591,591,585,585,585,585,585,580,580,580,574,568,562,562,562]"
1779348641993,99,"[591,591,591,591,591,591,585,585,585,585,585,580,580,580,574,568,562,562,562,562]"
1779348641992,99,"[591,591,591,591,591,585,585,585,585,585,580,580,580,574,568,562,562,562,562,562]"
1779348640994,99,"[591,591,591,591,585,585,585,585,585,580,580,580,574,568,562,562,562,562,562,562]"
1779348640495,99,"[591,591,591,585,585,585,585,585,580,580,580,574,568,562,562,562,562,562,562,562]"
1779348639996,99,"[591,591,585,585,585,585,585,580,580,580,574,568,562,562,562,562,562,562,562,562]"
1779348639497,99,"[591,585,585,585,585,585,580,580,580,574,568,562,562,562,562,562,562,562,562,568]"
1779348638998,100,"[585,585,585,585,585,580,580,580,574,568,562,562,562,562,562,562,562,562,568,568]"
1779348638500,100,"[585,585,585,585,580,580,580,574,568,562,562,562,562,562,562,562,562,568,568,574]"
1779348638001,100,"[585,585,585,580,580,580,574,568,562,562,562,562,562,562,562,562,568,568,574,580]"
1779348637505,100,"[585,585,580,580,580,574,568,562,562,562,562,562,562,562,562,568,568,574,580,585]"
1779348637504,100,"[585,580,580,580,574,568,562,562,562,562,562,562,562,562,568,568,574,580,585,597]"
1779348636505,101,"[580,580,580,574,568,562,562,562,562,562,562,562,562,568,568,574,580,585,597,603]"
1779348636006,101,"[580,580,574,568,562,562,562,562,562,562,562,562,568,568,574,580,585,597,603,616]"
1779348635009,102,"[574,568,562,562,562,562,562,562,562,562,568,568,574,580,585,597,603,616,616,616]"
